============================================================
====== CONTENTS OF: backtest_2025-08-13_15-15-55.txt ======
============================================================

===== BACKTEST REPORT FOR: signals_2025-08-13_20-45-55.json =====
Signal Generation Time (UTC): 2025-08-13 15:15:55

--- BUY SIGNALS ---
        Coin Signal  POP  EMA_Boost_Applied      Outcome  Duration(min)  MaxProfitPrice  MaxDrawdownPrice Did_TP_Hit_Later
     BTCUSDT    Buy   60              False      Success           64.0   122831.100000     121363.600000               No
     SOLUSDT    Buy   60              False      Success           26.0      202.300000        197.810000               No
     XRPUSDT    Buy   60              False      Success           56.0        3.284700          3.243500               No
FARTCOINUSDT    Buy   75              False      Success           19.0        1.120900          1.056600               No
    DOGEUSDT    Buy   60              False Inconclusive            NaN        0.244240          0.240280               No
     ENAUSDT    Buy   60              False         Fail           98.0        0.789000          0.765700               No
1000PEPEUSDT    Buy   60              False      Success           16.0        0.012280          0.012013               No
     SUIUSDT    Buy   60              False      Success           29.0        4.006700          3.950200               No
    LINKUSDT    Buy   60              False      Success           10.0       23.931000         23.542000               No
     ADAUSDT    Buy   60              False      Success           74.0        0.885300          0.866400               No
     BNBUSDT    Buy   60              False         Fail           98.0      846.660000        838.010000               No
     LTCUSDT    Buy   60              False         Fail            7.0      130.350000        128.880000               No
    PUMPUSDT    Buy   60              False      Success           18.0        0.003977          0.003800               No
     UNIUSDT    Buy   60              False         Fail           98.0       12.104000         11.893000               No
     ARBUSDT    Buy   75              False      Success           48.0        0.560600          0.542300               No
     WIFUSDT    Buy   60              False         Fail           98.0        1.045200          1.017100               No
   PENGUUSDT    Buy   60              False      Success           56.0        0.037785          0.036605               No
     SKLUSDT    Buy   89              False         Fail           94.0        0.030060          0.028340               No
    AVAXUSDT    Buy   60              False      Success          142.0       25.399000         24.994000               No
   TRUMPUSDT    Buy   60              False         Fail           98.0        9.629000          9.440000               No
   CYBERUSDT    Buy   60              False Inconclusive            NaN        2.901000          2.847000               No
1000BONKUSDT    Buy   60              False      Success           29.0        0.027965          0.026106               No
    AAVEUSDT    Buy   60              False         Fail          110.0      328.200000        323.440000               No
    HYPEUSDT    Buy   60              False      Success            8.0       47.957000         46.211000               No
     BCHUSDT    Buy   77              False         Fail           31.0      619.230000        608.100000               No
   PROVEUSDT    Buy   60              False      Success           16.0        1.496000          1.454700               No
     LDOUSDT    Buy   60              False         Fail           98.0        1.512600          1.464600               No
     MYXUSDT    Buy   81              False      Success           10.0        1.831800          1.754000               No
    SOONUSDT    Buy   60              False         Fail           87.0        0.419230          0.394000               No
     DOTUSDT    Buy   60              False         Fail           98.0        4.251000          4.175000               No
